Vertragsnummer,Vertragsbeginn,Vertragsende,Vertragsstatus
455179fea3af,2024-07-06,2025-07-06,gekündigt
52cf2f905cd5,2024-05-08,,aktiv
f07e7e37871e,2021-05-30,2022-05-30,gekündigt
6da04ace2306,2023-01-20,2024-01-20,gekündigt
21f6e24c7627,2022-10-13,2023-10-13,gekündigt
a090924f2036,2023-11-10,2024-11-09,abgelaufen
322ef8f14a71,2020-09-06,,aktiv
fe8a342c1f59,2024-01-25,2025-01-24,abgelaufen
cb98131aa214,2023-01-22,2024-01-22,gekündigt
1e1e959ac2b0,2024-03-16,2025-03-16,abgelaufen
9d90aa9adc3b,2021-12-25,2022-12-25,abgelaufen
ce90b54e3ffe,2023-08-11,,aktiv
3f31919cccbc,2023-09-02,2024-09-01,gekündigt
0fa8c70dbff7,2022-07-17,2023-07-17,gekündigt
18d0457a115f,2023-02-04,,aktiv
0749f61b03b0,2020-08-23,,aktiv
d8f4e1d1f031,2021-05-14,2022-05-14,gekündigt
092ae65c362b,2020-04-27,,aktiv
342a5454d558,2020-11-17,,aktiv
c70ce70fb718,2023-05-02,2024-05-01,abgelaufen
b556a02d61c4,2021-08-13,2022-08-13,abgelaufen
9b3c5d3adb44,2023-12-18,2024-12-17,gekündigt
4d6be198a2ae,2022-12-01,2023-12-01,gekündigt
47b751421ba6,2024-10-15,2025-10-15,gekündigt
d64e8cec5e95,2023-03-24,2024-03-23,gekündigt
1e4475117368,2020-06-12,2021-06-12,abgelaufen
516097dc284f,2022-01-08,,aktiv
c24c9aed6ec0,2020-07-04,,aktiv
f90da62eafc7,2023-09-19,2024-09-18,gekündigt
54ee7320f461,2023-09-14,2024-09-13,abgelaufen
f8af24ef8cb3,2024-12-13,2025-12-13,abgelaufen
0ce2e795b34c,2023-11-21,2024-11-20,abgelaufen
bfed135b44b3,2022-08-08,,aktiv
d1a82abad21a,2021-03-27,,aktiv
84445222af22,2021-03-22,2022-03-22,gekündigt
13896527d90f,2023-11-04,,aktiv
62085623792c,2024-08-23,,aktiv
e3b4efecc8aa,2021-12-05,2022-12-05,gekündigt
623b1eb78965,2021-10-19,2022-10-19,gekündigt
4035a26d044e,2024-05-22,2025-05-22,abgelaufen
190e56db9cee,2021-09-29,,aktiv
2c880ffd4848,2020-12-16,2021-12-16,abgelaufen
37e57bd13c9e,2023-02-22,2024-02-22,abgelaufen
ac522a9b2a55,2023-07-25,2024-07-24,gekündigt
1ed8aea1907d,2024-12-16,2025-12-16,gekündigt
33059aba66e4,2024-03-16,,aktiv
b68d1d49ae61,2024-10-18,2025-10-18,gekündigt
4d8bcdbd2191,2024-05-30,2025-05-30,abgelaufen
185b3a87ab69,2024-05-21,2025-05-21,abgelaufen
ca784408ba88,2020-04-03,2021-04-03,abgelaufen
7ca21e57d295,2024-03-05,2025-03-05,abgelaufen
a95f48e56230,2024-05-23,2025-05-23,abgelaufen
5890e37b53ef,2023-12-02,,aktiv
614610a9887f,2021-12-15,,aktiv
6477f8a4c6f2,2021-04-21,2022-04-21,gekündigt
3f614570e624,2021-11-29,,aktiv
f52ce214888f,2024-12-13,,aktiv
88ee3d1874cf,2020-12-31,2021-12-31,gekündigt
e7c8ae121010,2024-08-09,2025-08-09,abgelaufen
157f030c890c,2020-04-23,,aktiv
8f4e1467b8f3,2020-01-10,2021-01-09,abgelaufen
5bc2b891f2b6,2023-11-25,2024-11-24,gekündigt
220ac1cc8291,2024-04-24,,aktiv
eb4d39565955,2020-11-16,2021-11-16,abgelaufen
abc4bd8c6470,2023-09-26,,aktiv
607e52ea7b03,2024-04-28,,aktiv
fcee111966ed,2024-09-28,,aktiv
f82a75914813,2022-08-04,2023-08-04,gekündigt
3206904d9766,2024-07-03,2025-07-03,gekündigt
9fc48a109e9a,2020-12-19,2021-12-19,abgelaufen
81e45697b473,2022-05-29,,aktiv
4abd62edaf4a,2024-05-29,2025-05-29,gekündigt
cc68b4f712e8,2022-07-03,2023-07-03,abgelaufen
47ec098500ae,2021-11-05,2022-11-05,abgelaufen
cb878d8839ff,2023-06-29,2024-06-28,gekündigt
ad293ec2424d,2022-09-04,2023-09-04,gekündigt
100e2e467809,2022-08-14,,aktiv
6eea844bddbd,2022-09-05,,aktiv
63e56b4e7ddb,2022-07-08,2023-07-08,abgelaufen
883d4ba9d8ba,2020-07-25,,aktiv
43066762fde1,2023-08-30,,aktiv
83ebc98185a9,2021-11-20,2022-11-20,abgelaufen
28d02b937b62,2024-06-08,2025-06-08,gekündigt
a7da85ca68cd,2023-03-05,,aktiv
efd79c2c8545,2022-08-05,2023-08-05,gekündigt
c7742d7866ae,2022-12-14,,aktiv
991d06b3e03c,2020-07-28,2021-07-28,gekündigt
cc4354b82977,2020-10-12,2021-10-12,abgelaufen
760fe04f083b,2024-04-13,2025-04-13,gekündigt
40d79ee51bc9,2024-11-23,2025-11-23,gekündigt
7720fa1811ba,2020-02-12,2021-02-11,abgelaufen
ee0c5d59bbe8,2024-07-09,2025-07-09,abgelaufen
083bffe4a2e8,2023-01-16,2024-01-16,gekündigt
55fe65228e47,2022-09-22,2023-09-22,abgelaufen
e2a23ff0c653,2024-02-09,2025-02-08,abgelaufen
a915dc3b5010,2021-07-07,2022-07-07,gekündigt
66555d817941,2023-09-08,2024-09-07,abgelaufen
619172a2b853,2021-02-18,2022-02-18,gekündigt
c3f0f0bacf2f,2024-05-16,2025-05-16,gekündigt
73c31be504c3,2024-01-13,2025-01-12,abgelaufen
5e973c2b6a44,2023-05-27,2024-05-26,gekündigt
15b970e03afc,2022-10-23,2023-10-23,abgelaufen
9dcd324a9108,2023-11-27,,aktiv
4dda245a51fe,2020-02-13,,aktiv
0ae2a0529543,2021-11-09,2022-11-09,abgelaufen
41f520df0605,2022-02-03,2023-02-03,abgelaufen
05048f1d6f82,2020-05-26,2021-05-26,abgelaufen
2ad22aa6c33e,2020-05-19,,aktiv
86aea88b4505,2021-08-09,,aktiv
98475e9cc757,2023-04-06,2024-04-05,abgelaufen
dd582be02d2e,2021-10-05,2022-10-05,gekündigt
b874382a9cee,2022-07-21,2023-07-21,gekündigt
5b63c1bd317e,2023-11-23,2024-11-22,gekündigt
f9c791aa6f6d,2021-06-27,2022-06-27,abgelaufen
7f85d258cfe4,2024-07-11,,aktiv
06091240d19d,2024-03-30,,aktiv
47faa89c38ec,2020-10-03,2021-10-03,abgelaufen
6c002a501748,2021-07-07,2022-07-07,gekündigt
6196b4e9d891,2020-06-05,,aktiv
4ce0408627e7,2024-06-20,2025-06-20,gekündigt
ec2f4dbeb136,2022-12-08,,aktiv
e7b93d056160,2020-11-28,2021-11-28,gekündigt
1a5b5129713b,2024-10-06,2025-10-06,gekündigt
f88baca349e5,2022-08-26,2023-08-26,gekündigt
737338bb22bf,2021-09-12,,aktiv
ccc3287c0668,2022-11-16,,aktiv
b83df84c83f9,2024-01-23,2025-01-22,abgelaufen
652a582f07b9,2021-10-24,,aktiv
a81ea89996d7,2024-11-04,,aktiv
6e8d6d842895,2021-09-23,,aktiv
bdbaff26156c,2023-03-11,,aktiv
cb0370ff0845,2020-10-12,2021-10-12,gekündigt
694cb2b9948e,2024-10-03,,aktiv
76090c01cbe0,2023-03-23,2024-03-22,gekündigt
c233e1dcb35f,2023-04-04,2024-04-03,abgelaufen
4ce73669dfa2,2021-01-07,2022-01-07,abgelaufen
50d7e3f8afa2,2022-12-05,2023-12-05,gekündigt
b8461bcdbe12,2024-08-02,2025-08-02,abgelaufen
56c8a67e42d1,2021-09-21,2022-09-21,abgelaufen
37a2012070d0,2023-06-15,2024-06-14,gekündigt
4ddff70e7113,2022-03-16,2023-03-16,abgelaufen
cb83d477e55f,2020-09-05,2021-09-05,abgelaufen
f1561c705309,2024-06-15,2025-06-15,abgelaufen
248e0841427a,2024-10-01,,aktiv
3b488990cca1,2021-02-23,2022-02-23,abgelaufen
150238b07b01,2022-09-11,2023-09-11,gekündigt
b2cee1a1d998,2023-05-21,2024-05-20,abgelaufen
6e165513a858,2021-11-07,2022-11-07,abgelaufen
0f14761ffeb5,2022-07-05,2023-07-05,abgelaufen
f25c0e22800c,2020-04-12,2021-04-12,abgelaufen
03ac32e451f8,2022-05-27,2023-05-27,abgelaufen
b5ccb57dab42,2020-04-29,,aktiv
4f126a63f4fd,2022-10-10,,aktiv
d71124f1e687,2022-06-01,,aktiv
e34957984619,2022-12-04,,aktiv
f0e719085391,2023-04-12,2024-04-11,abgelaufen
c83acc432c77,2021-01-10,2022-01-10,abgelaufen
1f180281b378,2020-07-04,,aktiv
62923a713fa2,2023-07-24,2024-07-23,gekündigt
908c15dd8706,2024-08-29,2025-08-29,gekündigt
63fd06d3ed45,2021-09-04,2022-09-04,gekündigt
598037ff41b7,2023-08-27,2024-08-26,gekündigt
3b70ce4f691f,2023-05-08,2024-05-07,abgelaufen
4a7ad0aaf5b1,2023-09-21,,aktiv
7c6c06169711,2024-01-07,2025-01-06,gekündigt
9e42eb2ce2c6,2024-03-05,2025-03-05,gekündigt
6fd9169286c9,2022-02-19,2023-02-19,abgelaufen
c5119a2e05cc,2021-05-20,,aktiv
1e063f0df6ea,2022-01-04,,aktiv
9fee1f042c04,2022-09-06,2023-09-06,abgelaufen
ba5792844ee8,2023-05-25,,aktiv
db067de39271,2021-10-11,2022-10-11,abgelaufen
0532a0dab6fe,2021-08-24,2022-08-24,abgelaufen
ac35b8f32277,2022-03-30,,aktiv
06162e9b4260,2022-03-18,,aktiv
1ffe89295768,2020-05-12,2021-05-12,gekündigt
09cbbc02ca7c,2020-10-03,,aktiv
1c7d4df6f65e,2021-04-04,2022-04-04,abgelaufen
97fb8f6091fb,2023-08-12,2024-08-11,gekündigt
29cdc586de42,2022-08-10,2023-08-10,abgelaufen
bb4e4555ae6c,2022-03-21,2023-03-21,gekündigt
8d696376bd62,2020-03-13,2021-03-13,abgelaufen
f828719dc94a,2022-08-09,2023-08-09,gekündigt
3f321a71f6d9,2022-10-12,2023-10-12,gekündigt
466bcea8d2bb,2023-04-11,,aktiv
d84fb7d56a63,2024-06-04,2025-06-04,abgelaufen
2f6f7a74930e,2020-12-05,2021-12-05,gekündigt
c95ca4c30daa,2024-07-10,,aktiv
8d5df3c1b07f,2024-05-05,2025-05-05,gekündigt
d411279b7cd0,2022-12-18,2023-12-18,abgelaufen
5543a8449902,2023-05-30,2024-05-29,gekündigt
150cd3f6b739,2023-03-21,2024-03-20,abgelaufen
aea703178e53,2023-05-20,,aktiv
3a9243471a03,2020-07-14,2021-07-14,gekündigt
1eba87a34d40,2024-08-02,2025-08-02,gekündigt
5ed9bd1873fc,2024-10-06,2025-10-06,gekündigt
f9180429995e,2020-09-20,,aktiv
6b9388a8d154,2023-01-14,2024-01-14,gekündigt
672c687f6e1f,2023-05-11,2024-05-10,gekündigt
61aadcc09768,2023-11-07,,aktiv
e919f184b653,2021-01-16,2022-01-16,abgelaufen
f70e709d9cc8,2023-05-06,2024-05-05,gekündigt
34d459d80a3b,2024-02-01,,aktiv
be2d1e35b4b6,2022-08-09,2023-08-09,gekündigt
0e2a84496dd6,2024-04-05,2025-04-05,abgelaufen
b6b2299597f1,2023-12-28,2024-12-27,abgelaufen
b49ed3137cc9,2024-12-11,2025-12-11,gekündigt
2f4fc8b6245f,2024-11-03,2025-11-03,gekündigt
dec12cc67cdd,2023-10-28,,aktiv
07dae33163cc,2022-12-16,,aktiv
5c62671394d6,2022-03-08,2023-03-08,gekündigt
d5a4851f392e,2023-08-25,,aktiv
6bd32119f500,2023-11-22,,aktiv
936fae2a0ce1,2020-03-09,,aktiv
47bfdf210c17,2023-06-01,,aktiv
8f5b358d212c,2020-07-25,,aktiv
4f93c6be71de,2023-12-31,2024-12-30,abgelaufen
9178bf915617,2024-03-31,2025-03-31,abgelaufen
4ca8c58ca04e,2024-01-08,,aktiv
f35dd54b938e,2024-10-29,,aktiv
afc71f9b2442,2021-04-01,,aktiv
970dabf374a8,2024-06-27,,aktiv
992ff11e9a45,2020-03-14,2021-03-14,gekündigt
8e8a5d6c0200,2024-04-20,,aktiv
1a4a9424736a,2021-06-10,,aktiv
735c5d643741,2021-08-11,,aktiv
a22aa395d2c5,2024-07-19,2025-07-19,abgelaufen
02c537ca2e6d,2022-05-18,,aktiv
2fcdc6191949,2023-05-14,2024-05-13,gekündigt
1d9597f4dc6e,2020-04-21,2021-04-21,abgelaufen
6969b24eac56,2020-03-09,2021-03-09,gekündigt
8bc681ac8f1a,2023-08-03,2024-08-02,abgelaufen
a7a8cbe58ac1,2021-11-21,2022-11-21,abgelaufen
fd6c1da3fc0f,2020-01-28,2021-01-27,gekündigt
a82950e50e27,2023-06-16,,aktiv
ad6df9d66f19,2020-08-10,2021-08-10,gekündigt
634fec3ca253,2020-10-06,,aktiv
0da1bd62055c,2021-02-11,2022-02-11,gekündigt
c81a1cafdbaf,2022-12-31,2023-12-31,abgelaufen
b051ca9d9ca2,2023-04-30,,aktiv
53a4d0984df0,2020-06-27,2021-06-27,gekündigt
dd98d9379162,2023-11-27,2024-11-26,gekündigt
76a0082fd954,2024-01-03,,aktiv
25d0229f4f3d,2023-04-23,,aktiv
92c3c7314361,2023-10-10,2024-10-09,abgelaufen
7da3c826ca0b,2022-01-01,2023-01-01,gekündigt
08ea6d2deb96,2023-04-02,,aktiv
15742c7d0389,2023-04-01,2024-03-31,gekündigt
62b600a2d40d,2023-03-28,2024-03-27,gekündigt
a765c1d8d8aa,2023-01-24,2024-01-24,gekündigt
82eb2e4229ad,2024-11-22,2025-11-22,gekündigt
80fd2d860b34,2024-03-14,2025-03-14,gekündigt
d0ab8e567a9c,2023-12-17,,aktiv
4ef70cb16f68,2021-08-22,2022-08-22,abgelaufen
75de20c926ac,2023-12-12,,aktiv
7dd2b243699a,2020-06-20,,aktiv
f304ebbe530f,2022-09-23,2023-09-23,abgelaufen
a2e0dafaf6a0,2022-06-26,2023-06-26,gekündigt
de90e2e55236,2021-10-12,2022-10-12,gekündigt
3f6ffb477372,2021-08-10,,aktiv
a9fbbfab015d,2020-08-03,2021-08-03,abgelaufen
fdf50f9b5771,2022-07-05,2023-07-05,gekündigt
13b7ee16d117,2020-12-12,2021-12-12,gekündigt
e4a258ca7eb4,2022-05-31,2023-05-31,gekündigt
e49d87e1c3a6,2020-08-25,,aktiv
585249a79cda,2023-03-02,2024-03-01,abgelaufen
08a1abfa79ef,2022-01-05,2023-01-05,abgelaufen
2edc7a24ee96,2022-12-26,,aktiv
921f567d27e2,2022-07-24,2023-07-24,gekündigt
e9128a9be547,2023-01-29,2024-01-29,gekündigt
47c127ae872c,2022-09-29,2023-09-29,gekündigt
e66f6aba692c,2022-04-22,2023-04-22,abgelaufen
6dfa46275c1f,2023-05-18,2024-05-17,gekündigt
c33a61194b6f,2021-05-23,2022-05-23,gekündigt
1b449c0cde23,2023-05-25,2024-05-24,gekündigt
074c517aa017,2021-08-04,2022-08-04,abgelaufen
ddda10464126,2023-06-10,2024-06-09,abgelaufen
8405548949c3,2022-08-10,,aktiv
99b6603ec1d5,2022-08-26,2023-08-26,abgelaufen
a32fda62b2b1,2022-12-31,,aktiv
5d6597351a1e,2023-07-01,2024-06-30,abgelaufen
c25e454e55f1,2022-03-27,,aktiv
a9dabb79b6d6,2023-10-17,,aktiv
aad99c61c427,2020-05-31,,aktiv
88cbb853f19b,2020-10-27,2021-10-27,abgelaufen
bed1d204cfcd,2022-04-15,2023-04-15,abgelaufen
e091ed663446,2023-12-09,,aktiv
f2561c048144,2022-04-04,,aktiv
082c224fd54b,2021-11-22,,aktiv
56cde5d26eff,2020-08-15,2021-08-15,gekündigt
5c947a9cbdba,2022-04-04,,aktiv
df1ad727b1f5,2023-08-14,2024-08-13,gekündigt
d4874af55dd1,2023-09-07,2024-09-06,gekündigt
4bd0feb8ea25,2023-02-28,,aktiv
b1b656e59bce,2022-10-09,2023-10-09,gekündigt
d9e698a7a0ce,2020-02-15,2021-02-14,abgelaufen
37fd318970c8,2021-12-21,2022-12-21,gekündigt
586ece029457,2024-04-06,,aktiv
2b6d4611698a,2020-06-24,2021-06-24,abgelaufen
69ace452cfaa,2023-10-09,,aktiv
29c87844d95a,2022-02-16,,aktiv
252e4039b330,2022-10-20,,aktiv
5e7b2b144d3a,2022-12-29,2023-12-29,abgelaufen
17d5103b48aa,2022-12-21,2023-12-21,gekündigt
31a655c30a9f,2023-03-12,2024-03-11,abgelaufen
749bc34af491,2023-10-09,2024-10-08,gekündigt
dcc90eeff4b1,2024-06-28,2025-06-28,gekündigt
b5ca07eafeae,2021-09-20,2022-09-20,abgelaufen
3e6ee32c48b2,2020-03-16,2021-03-16,abgelaufen
7fee4fdaf8ce,2020-08-30,,aktiv
ce7bf7cb2abf,2022-07-17,2023-07-17,gekündigt
da2cc3d80926,2021-02-02,2022-02-02,gekündigt
0b61b1d992a8,2022-05-02,2023-05-02,abgelaufen
4f781aa974c8,2021-04-03,2022-04-03,abgelaufen
ddc28db8c541,2023-04-23,2024-04-22,gekündigt
f5d41f5bfd59,2024-11-23,,aktiv
262f3d9cd363,2021-06-28,,aktiv
e47253e4bce7,2023-02-20,2024-02-20,abgelaufen
374ab132af11,2022-06-11,2023-06-11,gekündigt
9277e1964ce5,2021-09-12,,aktiv
616e5afe4de8,2023-08-19,2024-08-18,gekündigt
aa8185896aa5,2024-01-10,2025-01-09,abgelaufen
13b0bbe3148b,2024-03-16,2025-03-16,gekündigt
0631c4a919a8,2020-08-20,2021-08-20,abgelaufen
b3fc392538e2,2020-10-29,2021-10-29,gekündigt
be6809ad8e37,2020-06-21,2021-06-21,abgelaufen
7f7db8ed08ed,2020-07-13,2021-07-13,abgelaufen
babc8611a409,2022-04-06,2023-04-06,gekündigt
c3ca453a4b43,2023-07-30,,aktiv
a3b2f5da0e30,2023-02-23,2024-02-23,gekündigt
1fdb5883e504,2024-06-01,,aktiv
2b0b593ecb76,2022-03-23,2023-03-23,abgelaufen
8ace71b6c5b7,2021-10-24,,aktiv
b5e03a996e20,2024-10-09,2025-10-09,abgelaufen
13cb7190438d,2023-06-02,2024-06-01,abgelaufen
c84a04105418,2021-06-03,,aktiv
cc10d5b552b9,2022-07-23,2023-07-23,gekündigt
2f4ba1956e7f,2022-05-14,2023-05-14,abgelaufen
c901ba724463,2021-02-25,2022-02-25,abgelaufen
b717cd2ecf10,2021-08-02,2022-08-02,abgelaufen
7472b33a33f4,2024-10-15,2025-10-15,gekündigt
06d1ef0400f3,2021-01-13,2022-01-13,gekündigt
0674dc18c394,2020-04-23,2021-04-23,abgelaufen
167bcff76b90,2020-11-18,,aktiv
d0b496e52bb1,2020-11-23,,aktiv
5794b52680cc,2020-05-06,2021-05-06,gekündigt
065d04600bd8,2021-09-05,2022-09-05,abgelaufen
9d83b958df6f,2020-04-09,2021-04-09,abgelaufen
26a7cd5a6a00,2022-03-11,2023-03-11,gekündigt
090dbb8cc1a2,2020-04-30,2021-04-30,gekündigt
c4804c1fdc25,2020-10-29,,aktiv
89329ed68eb3,2021-05-21,,aktiv
36a4fedca66d,2023-03-20,,aktiv
dbc0e14d8e0e,2021-10-19,2022-10-19,gekündigt
cc3d08bb4701,2021-11-05,,aktiv
edd5913c158c,2020-10-21,2021-10-21,abgelaufen
ecf704f17bd9,2022-09-26,,aktiv
d05e61555ecb,2024-02-24,2025-02-23,gekündigt
4e0b5fe8fe98,2021-10-19,2022-10-19,abgelaufen
1e3d4899ed13,2023-06-16,2024-06-15,gekündigt
b3a2750b563d,2022-06-12,2023-06-12,abgelaufen
202d5124e684,2022-08-24,2023-08-24,abgelaufen
7b1504e7bc1b,2023-06-12,2024-06-11,gekündigt
da8406b7dbb9,2023-01-02,2024-01-02,gekündigt
54d4c1a74064,2021-05-28,2022-05-28,gekündigt
d782362baaa4,2023-06-27,2024-06-26,gekündigt
502a09c78847,2023-12-19,,aktiv
b48a28dc15fc,2023-06-29,2024-06-28,abgelaufen
7e95cc817e9c,2021-06-19,,aktiv
2a948c886543,2021-06-01,2022-06-01,abgelaufen
9ebd7f6db0e1,2023-03-27,2024-03-26,gekündigt
8aa2d0871974,2022-08-13,2023-08-13,abgelaufen
1493da192fa5,2024-07-28,2025-07-28,gekündigt
aede339f0980,2024-10-12,,aktiv
3dc854e37a08,2022-07-15,2023-07-15,abgelaufen
2dee87d6002c,2023-05-20,,aktiv
fedcd15581a8,2021-01-08,2022-01-08,gekündigt
d89718e090c3,2024-05-15,2025-05-15,gekündigt
86c879b72532,2024-05-08,2025-05-08,abgelaufen
95e42bceb697,2023-03-29,,aktiv
de0eedc4a6c0,2023-12-16,2024-12-15,abgelaufen
06414f6e4027,2021-05-07,2022-05-07,abgelaufen
263df26a2881,2023-02-18,2024-02-18,abgelaufen
2cf84002fdb2,2023-10-10,2024-10-09,gekündigt
5f38f9628fcd,2023-01-11,,aktiv
7d41ea9f755d,2020-06-09,2021-06-09,gekündigt
6d1472c5705c,2020-01-05,,aktiv
00716ec8ac7f,2021-08-19,2022-08-19,gekündigt
840dcd4f5b6d,2024-03-27,,aktiv
df2c6b6e1988,2023-08-12,2024-08-11,gekündigt
12524b168a66,2021-10-11,,aktiv
50a6f45a85b6,2021-02-01,2022-02-01,abgelaufen
ba0728c9a204,2023-06-01,2024-05-31,abgelaufen
5b6d64785896,2020-12-22,2021-12-22,abgelaufen
e89ddcbfcf22,2022-07-21,2023-07-21,abgelaufen
fa3d3ffe15f5,2021-05-07,2022-05-07,gekündigt
e869787db244,2024-04-15,2025-04-15,abgelaufen
2dee0bde7bd1,2021-11-10,2022-11-10,abgelaufen
76349be42d5f,2020-05-24,,aktiv
1299ebe44950,2023-10-22,,aktiv
33315a2a197a,2022-08-20,2023-08-20,gekündigt
0d9d24884daf,2024-11-25,2025-11-25,gekündigt
5ef86c8d2dc1,2024-04-23,,aktiv
70160f832e7e,2023-10-22,2024-10-21,gekündigt
e97bcaf094f6,2021-07-01,2022-07-01,gekündigt
925796b898f6,2021-01-31,,aktiv
26247ef0ad84,2020-03-12,2021-03-12,abgelaufen
f84a98f9dde4,2024-09-23,2025-09-23,abgelaufen
4f133c8b561b,2022-01-11,2023-01-11,gekündigt
fdf104881d91,2024-03-09,,aktiv
13d220bd0d61,2023-12-31,,aktiv
d9aabb22fb3d,2021-09-19,2022-09-19,abgelaufen
16f7db6a6f05,2020-03-01,2021-03-01,gekündigt
52c98756b637,2023-03-15,,aktiv
81fd19a94583,2020-05-26,2021-05-26,gekündigt
d7d105fe3a41,2020-04-29,,aktiv
7666a182e33e,2021-04-03,2022-04-03,gekündigt
99c0c22963e5,2020-04-30,2021-04-30,gekündigt
4a292970f7fb,2020-08-08,,aktiv
b1fd6c94c02c,2024-08-26,,aktiv
6326f14fe6be,2023-02-23,,aktiv
a9a140fbac9e,2021-10-09,2022-10-09,gekündigt
b267f26d9816,2021-08-18,2022-08-18,abgelaufen
762f45c991c5,2022-09-17,2023-09-17,gekündigt
07d26162b4d8,2021-04-29,2022-04-29,gekündigt
83bea6e962ef,2023-08-12,,aktiv
8200dfb17c98,2020-12-10,,aktiv
fa56922aa991,2023-10-03,2024-10-02,abgelaufen
500ef823c74a,2021-04-15,2022-04-15,abgelaufen
e4f4960263f3,2023-08-03,2024-08-02,gekündigt
24d0caa63c51,2021-04-18,2022-04-18,abgelaufen
f4aa4b778af1,2020-01-30,2021-01-29,abgelaufen
46c6b1f7695c,2024-07-24,,aktiv
2f2832749f7d,2020-01-24,2021-01-23,abgelaufen
14ec9f9b8ac1,2023-02-03,2024-02-03,abgelaufen
48e371b40f1f,2023-06-29,2024-06-28,abgelaufen
e8f1bb26765b,2021-07-29,,aktiv
669f69d18f4f,2024-01-24,2025-01-23,gekündigt
f5038e4e2ea5,2024-04-21,2025-04-21,abgelaufen
66bf40f38615,2024-06-04,2025-06-04,gekündigt
1911f42f7e47,2023-12-24,2024-12-23,gekündigt
1b072127bb61,2020-11-11,2021-11-11,gekündigt
85b3f41fcf97,2021-09-11,,aktiv
99418a28bd38,2021-06-28,,aktiv
988337f23831,2021-12-19,,aktiv
9a0dc96913d6,2021-03-09,,aktiv
791e574f2063,2023-10-16,2024-10-15,gekündigt
81f1c3074c50,2023-02-03,,aktiv
2757608770ed,2021-08-24,2022-08-24,abgelaufen
0b37ee6bb9cb,2022-04-28,,aktiv
c34cabbcb433,2020-11-14,2021-11-14,gekündigt
6d67bfeec06e,2023-05-02,2024-05-01,abgelaufen
0646963f28e9,2023-03-15,,aktiv
05dbdcd9ae76,2023-06-26,2024-06-25,gekündigt
984176777169,2021-02-20,2022-02-20,gekündigt
7699bea8c633,2020-07-23,,aktiv
c07b594f062b,2021-11-13,2022-11-13,abgelaufen
1a67abbcdd33,2020-08-29,2021-08-29,gekündigt
53c121e03c00,2020-01-29,2021-01-28,gekündigt
de25f9e0a424,2021-12-14,2022-12-14,gekündigt
c7dd071122de,2022-07-27,,aktiv
58f92e834f97,2020-08-21,2021-08-21,gekündigt
8b4082029f50,2023-11-29,2024-11-28,abgelaufen
67596c69d97d,2021-11-30,,aktiv
19e7f16cd8e0,2024-03-01,2025-03-01,gekündigt
16678a4c897c,2023-12-25,2024-12-24,abgelaufen
5304df688e5b,2024-11-20,2025-11-20,abgelaufen
3af6fdabee3f,2024-11-29,2025-11-29,abgelaufen
0ebc61ad89e1,2021-09-03,2022-09-03,abgelaufen
1d7efcf2757d,2021-03-06,2022-03-06,abgelaufen
5fa513b4da51,2020-05-16,2021-05-16,gekündigt
7d25eff7a9e2,2024-09-29,2025-09-29,gekündigt
d5df33511f8c,2024-09-26,,aktiv
da634626ada5,2023-02-13,,aktiv
c0fd17acdcc9,2024-01-17,2025-01-16,gekündigt
af00f92ae5a7,2023-12-17,,aktiv
866b6d3f0e51,2021-07-05,2022-07-05,gekündigt
fb48059e02f6,2020-10-05,,aktiv
debe4af4093e,2023-01-02,,aktiv
d944ccde4544,2020-10-23,2021-10-23,abgelaufen
0737341744fa,2022-02-13,2023-02-13,gekündigt
cc7f8f44e687,2020-08-08,2021-08-08,gekündigt
8740f227f402,2021-09-04,,aktiv
18710da2e6c3,2024-09-19,,aktiv
9020b2fe38d0,2020-03-24,2021-03-24,gekündigt
a25b6c84e125,2021-02-26,,aktiv
f0bbceb1862c,2021-09-29,2022-09-29,gekündigt
2700e44554c9,2022-10-04,2023-10-04,gekündigt
c70e18dbe23d,2021-11-28,2022-11-28,gekündigt
37f8dc1f36b8,2023-10-14,2024-10-13,gekündigt
cc9cb197ee15,2024-12-10,2025-12-10,abgelaufen
efb2ee69de9b,2021-12-03,,aktiv
479f099141dc,2023-10-29,,aktiv
ff0b376b9b48,2023-11-02,2024-11-01,gekündigt
64bad20961a9,2020-01-17,2021-01-16,abgelaufen
e91dc00ca90e,2021-12-22,2022-12-22,abgelaufen
7947b76abc8c,2021-08-06,2022-08-06,gekündigt
c628ed9cb2ac,2021-10-24,,aktiv
e3852028ee03,2023-08-25,2024-08-24,abgelaufen
6a0792a9c26b,2024-05-02,2025-05-02,abgelaufen
e668dd772fa4,2024-09-24,,aktiv
d1d86188e16f,2024-06-17,,aktiv
242e9915e729,2022-01-25,,aktiv
3248d04a6c61,2020-03-11,2021-03-11,abgelaufen
e6b8c08f7842,2022-09-17,2023-09-17,abgelaufen
726d08fefb08,2024-08-14,2025-08-14,abgelaufen
ef8a0bae60e5,2024-03-11,,aktiv
1773e05c9a7a,2020-09-23,2021-09-23,gekündigt
b697f000faa1,2021-08-27,2022-08-27,gekündigt
ef15110d93de,2022-09-09,2023-09-09,abgelaufen
2a29aaa6d008,2023-10-29,2024-10-28,gekündigt
b166aa952aeb,2022-04-18,2023-04-18,abgelaufen
889adf1a9c7e,2021-08-10,,aktiv
aba6874c6f23,2024-02-08,,aktiv
7d439bb01b90,2020-01-16,,aktiv
60e8f436274b,2024-05-17,2025-05-17,gekündigt
